asset_number;asset_description;lamp_type_lupvalue;lamp_rating_w;mounting_type_lupvalue;lat;lon;location
1347181;Feature Lighting - Docklands;5;70;Inground;-37.824358165669324;144.9455703353424;-37.824358165669324, 144.9455703353424
1540649;Feature Lighting - Victoria Harbour Promenade between Harbour Esplanade and Enterprize Way;1;50;Pole: Multiple Fixed;-37.81821261833834;144.9449871978584;-37.81821261833834, 144.9449871978584
1487772;Feature Lighting - Docklands;;;;-37.815087130655954;144.94157116390645;-37.815087130655954, 144.94157116390645
1542113;Feature Lighting - Swanston Street between Franklin Street and Victoria Street;9;;Pole: Multiple Fixed;-37.80676420207844;144.962382763617;-37.80676420207844, 144.962382763617
1487749;Feature Lighting - Docklands;;;;-37.81442292958222;144.94292999151108;-37.81442292958222, 144.94292999151108
1540875;Feature Lighting - Shrine of Remembrance;9;;Pole: Multiple Fixed;-37.823521730863206;144.9708263575754;-37.823521730863206, 144.9708263575754
1540631;Feature Lighting - Victoria Harbour;1;50;Pole: Multiple Fixed;-37.817042390072004;144.94508213218853;-37.817042390072004, 144.94508213218853
1543348;Feature Lighting -;;;;-37.82504427113972;144.94608467670096;-37.82504427113972, 144.94608467670096
1346443;Feature Lighting - Docklands;;;;-37.81877109811203;144.94410731412196;-37.81877109811203, 144.94410731412196
1347359;Feature Lighting - Docklands;1;18;Wall;-37.82430690841281;144.9438885135231;-37.82430690841281, 144.9438885135231
1347609;Feature Lighting - Docklands;1;;Inground;-37.81550196081013;144.93986827325227;-37.81550196081013, 144.93986827325227
1542078;Feature Lighting - Arglye Square;1;50;Pole: Multiple Fixed;-37.80229156509493;144.96563494204452;-37.80229156509493, 144.96563494204452
1543344;Feature Lighting -;;;;-37.82500783754185;144.94706489962556;-37.82500783754185, 144.94706489962556
1540724;Feature Lighting - Flinders Walk between Southbank Pedestrian Bridge and Swanston Street;1;14;Pole: Multiple Fixed;-37.81879479138549;144.9677498638467;-37.81879479138549, 144.9677498638467
1539903;Feature Lighting - Harbour Esplanade between Bourke Street and La Trobe Street;13;35;Pole: Multiple Fixed;-37.818370399983706;144.94595217688365;-37.818370399983706, 144.94595217688365
1541946;Feature Lighting -;;;Pole: Multiple Fixed;-37.823905636446575;144.95198502127354;-37.823905636446575, 144.95198502127354
1544175;Feature Lighting - Rakaia Way between Caravel Lane and Newquay Promenade;9;;Pole: Multiple Fixed;-37.814894724162144;144.9410744068983;-37.814894724162144, 144.9410744068983
1541824;Feature Lighting -;;;Pole: Multiple Fixed;-37.82347978155869;144.95196634477085;-37.82347978155869, 144.95196634477085
1544252;Feature Lighting - Webb Bridge between North Wharf Road and River Esplanade;12;;Pole: Multiple Fixed;-37.82323661868684;144.94730120072555;-37.82323661868684, 144.94730120072555
1543768;Feature Lighting - Swanston Street between Flinders Lane and Collins Street;9;;Pole: Multiple Fixed;-37.816173420285416;144.96697162821016;-37.816173420285416, 144.96697162821016
1347458;Feature Lighting - Docklands;1;4;Fender;-37.8145124486712;144.9432747601072;-37.8145124486712, 144.9432747601072
1502794;Feature Lighting - Southbank;;70;Pole: Multiple Fixed;-37.81987911522891;144.96682266344234;-37.81987911522891, 144.96682266344234
1346464;Feature Lighting - Docklands;3;36;Parapet;-37.81794743587929;144.95061085206004;-37.81794743587929, 144.95061085206004
1541106;Feature Lighting - NewQuay Promenade between Doepel Way and Pearl River Road;9;;Pole: Multiple Fixed;-37.81552537742185;144.9396322667376;-37.81552537742185, 144.9396322667376
1541914;Feature Lighting -;;;Pole: Multiple Fixed;-37.823500732021365;144.9517977927383;-37.823500732021365, 144.9517977927383
1346359;Feature Lighting - Docklands;;;;-37.818337091638284;144.94485035870943;-37.818337091638284, 144.94485035870943
1347751;Feature Lighting - Docklands;1;;Inground;-37.81468770326937;144.94173655623968;-37.81468770326937, 144.94173655623968
1541135;Feature Lighting - Victoria Harbour Promenade between Harbour Esplanade and Enterprize Way;13;70;Pole: Multiple Fixed;-37.81822588561277;144.94555324314015;-37.81822588561277, 144.94555324314015
1539607;Feature Lighting - NewQuay Promenade between Doepel Way and Pearl River Road;13;35;Pole: Multiple Fixed;-37.81548358017;144.93980871454846;-37.81548358017, 144.93980871454846
1541340;Feature Lighting - Little Bourke Street between Russell Street and Swanston Street;13;14;Pole: Multiple Fixed;-37.812481492755325;144.96539622543625;-37.812481492755325, 144.96539622543625
1543726;Feature Lighting - Birrarung Marr;9;;Pole: Multiple Fixed;-37.81838887450001;144.97371576684745;-37.81838887450001, 144.97371576684745
1540368;Feature Lighting - Enterprize Park;13;70;Pole: Multiple Fixed;-37.81999827222663;144.9593545496129;-37.81999827222663, 144.9593545496129
1540772;Feature Lighting - Queensbridge Square between Queens Bridge Street and Southbank Boulevard;13;14;Pole: Multiple Fixed;-37.821029054871396;144.9615848064266;-37.821029054871396, 144.9615848064266
1539301;Feature Lighting - River Esplanade between Webb Bridge and Swinging Basin Lane;10;14;Pole: Multiple Fixed;-37.82458932338485;144.94549379293747;-37.82458932338485, 144.94549379293747
1543083;Feature Lighting - Webb Bridge between North Wharf Road and River Esplanade;12;;Pole: Multiple Fixed;-37.82360246612178;144.94731304372937;-37.82360246612178, 144.94731304372937
1541939;Feature Lighting -;;;Pole: Multiple Fixed;-37.82382039346485;144.95194560457486;-37.82382039346485, 144.95194560457486
1539176;Feature Lighting - Charles Grimes Bridge between Wurundjeri Way and Montague Street;13;70;Pole: Multiple Fixed;-37.824078434128936;144.9483921669288;-37.824078434128936, 144.9483921669288
1347508;Feature Lighting - Docklands;3;36;Parapet;-37.81756074672037;144.9501850408212;-37.81756074672037, 144.9501850408212
1541290;Feature Lighting - St Kilda Road between Yarra River and Southbank Boulevard;13;150;Pole: Multiple Fixed;-37.822036690005845;144.96942380461343;-37.822036690005845, 144.96942380461343
1540407;Feature Lighting - St Kilda Road between Yarra River and Southbank Boulevard;13;150;Pole: Multiple Fixed;-37.82308157251102;144.97033484276741;-37.82308157251102, 144.97033484276741
1502856;Feature Lighting - Southbank Pedestrian Bridge;;35;Bridge Beam;-37.819675406135005;144.96511954923494;-37.819675406135005, 144.96511954923494
1540939;Feature Lighting - Lincoln Square;9;;Pole: Multiple Fixed;-37.802420841922796;144.96321290728991;-37.802420841922796, 144.96321290728991
1539318;Feature Lighting - Newquay Promenade between Saint Mangos Lane and Aquitania Way;9;;Pole: Multiple Fixed;-37.814617835879176;144.9426338064802;-37.814617835879176, 144.9426338064802
1540779;Feature Lighting - Queensbridge Square between Queens Bridge Street and Southbank Boulevard;13;14;Pole: Multiple Fixed;-37.82123124216689;144.96176489106224;-37.82123124216689, 144.96176489106224
1540544;Feature Lighting - Victoria Harbour;13;70;Pole: Multiple Fixed;-37.81812703399562;144.94518496412527;-37.81812703399562, 144.94518496412527
1543210;Feature Lighting - Upfield Railway;9;;Pole: Multiple Fixed;-37.7870605485923;144.94126445687658;-37.7870605485923, 144.94126445687658
1542188;Feature Lighting - Birrarung Marr;9;;Pole: Multiple Fixed;-37.81966379409157;144.97478322752588;-37.81966379409157, 144.97478322752588
1346852;Feature Lighting - Docklands;1;4;Fender;-37.81465363117513;144.9429030892737;-37.81465363117513, 144.9429030892737
1487614;Feature Lighting - Docklands;;;;-37.82021697749333;144.94514823762282;-37.82021697749333, 144.94514823762282
1540144;Feature Lighting - Victoria Harbour Promenade between Enterprize Way and Cumberland Street;13;35;Pole: Multiple Fixed;-37.819022127202004;144.94342248901597;-37.819022127202004, 144.94342248901597
1539435;Feature Lighting -;3;14;Pole: Multiple Fixed;-37.82335450965836;144.94307671086153;-37.82335450965836, 144.94307671086153
1543828;Feature Lighting - Upfield Railway;;14;Pole: Multiple Fixed;-37.7868402876521;144.94184844192037;-37.7868402876521, 144.94184844192037
1347134;Feature Lighting - Docklands;2;250;Building Facade;-37.819947197090116;144.9389876147471;-37.819947197090116, 144.9389876147471
1544164;Feature Lighting - Southbank Promenade;3;14;Pole: Multiple Fixed;-37.820016285725444;144.96700077866663;-37.820016285725444, 144.96700077866663
1487700;Feature Lighting - Docklands;;;;-37.81888001819299;144.94317359297298;-37.81888001819299, 144.94317359297298
1539692;Feature Lighting - Newquay Promenade between Saint Mangos Lane and Rakaia Way;13;70;Pole: Multiple Fixed;-37.81511101657162;144.9416471672245;-37.81511101657162, 144.9416471672245
1541539;Feature Lighting - Collins Street between Russell Street and Swanston Street;13;14;Pole: Multiple Fixed;-37.815530674675045;144.96694117782633;-37.815530674675045, 144.96694117782633
1348023;Feature Lighting - Docklands;5;70;Inground;-37.82484518755045;144.94544647853283;-37.82484518755045, 144.94544647853283
1346702;Feature Lighting - Docklands;5;70;Inground;-37.81564229832976;144.94537273401687;-37.81564229832976, 144.94537273401687
1487619;Feature Lighting - Docklands;;;;-37.82046086733965;144.9447361788617;-37.82046086733965, 144.9447361788617
1347857;Feature Lighting - Docklands;1;;Canopy;-37.81776995253355;144.95072388535712;-37.81776995253355, 144.95072388535712
1347812;Feature Lighting - Docklands;1;;Canopy;-37.81778214718257;144.95106005380174;-37.81778214718257, 144.95106005380174
1347237;Feature Lighting - Docklands;3;36;Parapet;-37.817641090428324;144.9487260385301;-37.817641090428324, 144.9487260385301
1636532;Feature Lighting - Jim Stynes Bridge;16;;Bridge Beam;-37.823162145019154;144.9484200227412;-37.823162145019154, 144.9484200227412
1539239;Feature Lighting -;3;14;Pole: Multiple Fixed;-37.82390695589361;144.94365611573443;-37.82390695589361, 144.94365611573443
1346569;Feature Lighting - Docklands;1;;Bridge Beam;-37.814143116246434;144.94777514126895;-37.814143116246434, 144.94777514126895
1542869;Feature Lighting -;12;;Pole: Multiple Fixed;-37.82377376511937;144.9472498194307;-37.82377376511937, 144.9472498194307
1540376;Feature Lighting - Aquarium Drive;13;100;Pole: Multiple Fixed;-37.820111627250185;144.9591198563199;-37.820111627250185, 144.9591198563199
1348411;Feature Lighting - Docklands;1;20;Inground;-37.8150655846872;144.94128458252655;-37.8150655846872, 144.94128458252655
1544730;Feature Lighting -;12;;Pole: Multiple Fixed;-37.82303739045092;144.9471700740581;-37.82303739045092, 144.9471700740581
1348426;Feature Lighting - Docklands;1;18;Wall;-37.82431933401153;144.94393435104203;-37.82431933401153, 144.94393435104203
1542445;Feature Lighting -;13;35;Pole: Multiple Fixed;-37.82393055024866;144.94737939248242;-37.82393055024866, 144.94737939248242
1346749;Feature Lighting - Docklands;5;150;Parapet;-37.81761730006596;144.94897127715896;-37.81761730006596, 144.94897127715896
1542323;Feature Lighting - Swanston Street between Little Lonsdale Street and La Trobe Street;9;;Pole: Multiple Fixed;-37.80991162375901;144.96406686422247;-37.80991162375901, 144.96406686422247
1543015;Feature Lighting - Webb Bridge between North Wharf Road and River Esplanade;12;;Pole: Multiple Fixed;-37.82299181480457;144.94723174001274;-37.82299181480457, 144.94723174001274
1542797;Feature Lighting -;12;;Pole: Multiple Fixed;-37.8228814899578;144.94712284875075;-37.8228814899578, 144.94712284875075
1543442;Feature Lighting -;9;;Pole: Multiple Fixed;-37.82248212212874;144.94529037855145;-37.82248212212874, 144.94529037855145
1502930;Feature Lighting - Southbank Pedestrian Bridge;;;Inground;-37.81930719546318;144.96521918056604;-37.81930719546318, 144.96521918056604
1347622;Feature Lighting - Docklands;5;70;Bridge Beam;-37.824021729054046;144.94785781884733;-37.824021729054046, 144.94785781884733
1541490;Feature Lighting - Queensbridge Square between Queens Bridge Street and Southbank Boulevard;13;14;Pole: Multiple Fixed;-37.82136381780816;144.96160089967339;-37.82136381780816, 144.96160089967339
1544364;Feature Lighting - Intersection of Lonsdale Street and Russell Street;13;14;Pole: Multiple Fixed;-37.810802163966976;144.96726974842844;-37.810802163966976, 144.96726974842844
1540583;Feature Lighting - Collins Street between Spencer Street and Batmans Hill Drive;13;70;Pole: Multiple Fixed;-37.82037537223579;144.95002404788139;-37.82037537223579, 144.95002404788139
1542477;Feature Lighting - Birrarung Marr;9;;Pole: Multiple Fixed;-37.81922071770302;144.97445480963455;-37.81922071770302, 144.97445480963455
1543164;Feature Lighting - Upfield Railway;9;;Pole: Multiple Fixed;-37.786574377458074;144.94229654489328;-37.786574377458074, 144.94229654489328
1346758;Feature Lighting - Docklands;5;70;Inground;-37.81518833338175;144.94154797476708;-37.81518833338175, 144.94154797476708
1502818;Feature Lighting - Southbank;;;Pole: Multiple Fixed;-37.820107235996204;144.9653638656778;-37.820107235996204, 144.9653638656778
1348371;Feature Lighting - Docklands;5;70;Inground;-37.82353642974001;144.94315411687035;-37.82353642974001, 144.94315411687035
1502875;Feature Lighting - Southbank Pedestrian Bridge;;;Inground;-37.81938078798838;144.9651494523528;-37.81938078798838, 144.9651494523528
1540897;Feature Lighting - Manningham Street between Church Street and Lennon Street;2;14;Pole: Multiple Fixed;-37.78680319221953;144.94188532230595;-37.78680319221953, 144.94188532230595
1347655;Feature Lighting - Docklands;5;70;Bridge Beam;-37.824061790151106;144.94823499469734;-37.824061790151106, 144.94823499469734
1544295;Feature Lighting - Birrarung Marr;9;;Pole: Multiple Fixed;-37.819368172960026;144.97452281844912;-37.819368172960026, 144.97452281844912
1539625;Feature Lighting - Newquay Promenade between Rakaia Way and Dopel Way;1;50;Pole: Multiple Fixed;-37.81518587807504;144.9411199345427;-37.81518587807504, 144.9411199345427
1347706;Feature Lighting - Docklands;3;36;Inground;-37.81493360890898;144.94136040480365;-37.81493360890898, 144.94136040480365
1540697;Feature Lighting - Riverside Quay Reserve;9;;Pole: Multiple Fixed;-37.82109579574513;144.96397733686067;-37.82109579574513, 144.96397733686067
1346915;Feature Lighting - Docklands;1;18;Bollard;-37.82399154399016;144.94741966829037;-37.82399154399016, 144.94741966829037
1542393;Feature Lighting -;13;35;Pole: Multiple Fixed;-37.823636721541064;144.947253600128;-37.823636721541064, 144.947253600128
1540225;Feature Lighting - Birrarung Marr;;35;Pole: Multiple Fixed;-37.81810246319424;144.97348174449442;-37.81810246319424, 144.97348174449442
1541474;Feature Lighting -;;;Pole: Multiple Fixed;-37.82330468878966;144.9518848187747;-37.82330468878966, 144.9518848187747
1539215;Feature Lighting - River Esplanade between Webb Bridge and Swinging Basin Lane;9;10;Pole: Multiple Fixed;-37.82416514324183;144.94753996516832;-37.82416514324183, 144.94753996516832
1540981;Feature Lighting - Seafarers Rest;2;14;Pole: Multiple Fixed;-37.822891419109936;144.95169818399384;-37.822891419109936, 144.95169818399384
1542354;Feature Lighting - Swanston Street between Bourke Street and Little Bourke Street;9;;Pole: Multiple Fixed;-37.81263002951048;144.9653143397135;-37.81263002951048, 144.9653143397135
1542890;Feature Lighting - Webb Bridge between North Wharf Road and River Esplanade;12;;Pole: Multiple Fixed;-37.8237690578237;144.94746766145016;-37.8237690578237, 144.94746766145016
1540129;Feature Lighting - Southbank Pedestrian Bridge between Southbank Promenade and Flinders Walk;;;;-37.819333352708036;144.96517358917433;-37.819333352708036, 144.96517358917433
1544214;Feature Lighting - Docklands Park;13;14;Pole: Multiple Fixed;-37.82021226940941;144.94632169602133;-37.82021226940941, 144.94632169602133
1540405;Feature Lighting - Intersection of Flinders Street and Queens Bridge;12;;Pole: Multiple Fixed;-37.819909283137754;144.96083982285677;-37.819909283137754, 144.96083982285677
1541292;Feature Lighting - St Kilda Road between Yarra River and Southbank Boulevard;13;150;Pole: Multiple Fixed;-37.82190930813253;144.96935889806156;-37.82190930813253, 144.96935889806156
1539927;Feature Lighting - Harbour Esplanade between Bourke Street and La Trobe Street;13;70;Pole: Multiple Fixed;-37.81866471368732;144.94617894517302;-37.81866471368732, 144.94617894517302
1543318;Feature Lighting -;;;;-37.82494497937794;144.94572410227752;-37.82494497937794, 144.94572410227752
1540532;Feature Lighting - River Esplanade between Webb Bridge and Swinging Basin Lane;13;35;Pole: Multiple Fixed;-37.824730806850035;144.9453543316523;-37.824730806850035, 144.9453543316523
1348370;Feature Lighting - Docklands;5;35;Inground;-37.8173004991914;144.94533953513536;-37.8173004991914, 144.94533953513536
1487615;Feature Lighting - Docklands;;;;-37.820214601633644;144.94514315613898;-37.820214601633644, 144.94514315613898
